Date/Time,LV ActivePower (kW),Wind Speed (m/s),Theoretical_Power_Curve (KWh),Wind Direction (°)
07 07 2020 00:30,3443.136963,12.52855968,3581.20464,193.5850067
07 07 2020 00:40,3330.927002,12.11839962,3539.172851,194.0950928
07 07 2020 00:50,3083.243896,11.39758015,3395.469432,194.1479034
07 07 2020 07:00,2770.948975,10.6016798,3112.900611,195.4958038
07 07 2020 07:10,2660.316895,10.42835045,3030.933495,196.0688019
07 07 2020 07:20,2693.02002,10.47854042,3055.494327,195.7966003
07 07 2020 07:30,2655.571045,10.46059036,3046.788845,196.8497009
07 07 2020 07:40,2745.897949,10.51840019,3074.516008,199.2350006
07 07 2020 07:50,3073.591064,11.27348042,3360.689262,201.9682007
07 07 2020 02:00,3117.308105,11.33773994,3379.095038,201.4149933
07 07 2020 02:10,3298.27002,11.77371979,3482.293067,201.8713989
07 07 2020 02:20,3182.297119,11.43675041,3405.794444,201.5735016
07 07 2020 02:30,3299.024902,11.88426971,3502.795909,201.634903
07 07 2020 02:40,3478.102051,12.29325008,3560.362738,204.5334015
07 07 2020 02:50,3583.790039,12.32279968,3563.456311,206.1033936
07 07 2020 03:00,3578.458984,12.30677986,3561.796429,204.3106995
07 07 2020 03:10,3585.979004,12.29030991,3560.047318,205.7606049
07 07 2020 03:20,3603.324951,12.68144035,3590.206071,207.2655029
07 07 2020 03:30,3603.593018,12.71502972,3591.717069,206.6499939
07 07 2020 03:40,3602.949951,12.8583498,3596.308785,205.0074005
07 07 2020 03:50,3602.795898,12.81527042,3595.242468,206.7066956
07 07 2020 04:00,3597.191895,12.60834026,3586.339275,205.1891022
07 07 2020 04:10,3584.740967,12.78845978,3594.443141,204.6663971
07 07 2020 04:20,3554.150879,13.15159035,3600,203.108902
07 07 2020 04:30,3517.225098,13.13239002,3600,204.063797
07 07 2020 04:40,3476.658936,13.2908802,3600,204.2586975
07 07 2020 04:50,3455.769043,13.48886967,3600,202.6260071
07 07 2020 05:00,3445.298096,13.68113041,3600,202.7075043
07 07 2020 05:10,3425.479004,13.66726017,3600,204.0874939
07 07 2020 05:20,3430.003906,13.83246994,3600,208.6163025
07 07 2020 05:30,3401.62207,13.80698967,3600,209.1269989
07 07 2020 05:40,3396.74707,14.27313042,3600,208.6495972
07 07 2020 05:50,3418.856934,14.64898968,3600,207.5762939
07 07 2020 06:00,3443.596924,15.15060997,3600,210.0099945
07 07 2020 06:10,3443.709961,15.43694019,3600,213.1204071
07 07 2020 06:20,3432.080078,16.01281929,3600,212.6345978
07 07 2020 06:30,3497.419922,15.96730042,3600,210.2700958
07 07 2020 06:40,3433.666016,15.65081024,3600,208.5041046
07 07 2020 06:50,3551.625,15.98645973,3600,208.5411072
07 07 2020 07:00,3604.094971,15.96218014,3600,208.3260956
07 07 2020 07:10,3604.241943,16.05054092,3600,207.5993958
07 07 2020 07:20,3604.22998,15.89052963,3600,207.4673004
07 07 2020 07:30,3604.329102,15.16790962,3600,207.7377014
07 07 2020 07:40,3603.945068,14.34165955,3600,208.7770996
07 07 2020 07:50,3603.947021,13.9471302,3600,209.8932953
07 07 2020 08:00,3600.100098,12.96321011,3597.78983,207.7077942
07 07 2020 08:10,3112.611084,11.10846996,3309.409845,204.4862061
07 07 2020 08:20,1956.968018,8.65490818,1924.343647,199.9850006
07 07 2020 08:30,2000.222046,8.710100174,1959.044369,199.6067963
07 07 2020 08:40,2430.956055,9.349188805,2371.084237,196.9257965
07 07 2020 08:50,2407.562988,9.340181351,2365.187524,196.5220032
07 07 2020 09:00,2915.782959,10.49806023,3064.862613,200.5782928
07 07 2020 09:10,2278.343994,9.220996857,2287.320856,203.9600983
07 07 2020 09:20,2668.512939,10.04870033,2822.012645,206.7328033
07 07 2020 09:30,2564.800049,9.797412872,2659.56715,210.1121063
07 07 2020 09:40,2782.284912,10.41259956,3023.084058,207.9824066
07 07 2020 09:50,3146.324951,11.17858982,3331.918338,204.6477051
07 07 2020 10:00,2980.375,10.58065987,3103.383658,206.1891937
07 07 2020 10:10,2557.783936,9.989833832,2785.764744,203.6390991
07 07 2020 10:20,2047.16394,8.753529549,1986.475545,202.914505
07 07 2020 10:30,2196.951904,9.244591713,2302.710329,207.5834045
07 07 2020 10:40,2200.612061,9.26753521,2317.687968,210.3280945
07 07 2020 10:50,2276.938965,9.469543457,2449.993122,206.7920074
07 07 2020 11:00,2637.587891,10.10667992,2856.668583,207.1560059
07 07 2020 11:10,1743.103027,8.237431526,1668.752973,202.6983948
07 07 2020 11:20,2817.933105,10.51101017,3071.021451,210.3283997
07 07 2020 11:30,3442.739014,12.17531013,3546.617644,212.4703979
07 07 2020 11:40,3493.36499,12.25207043,3555.818898,209.5175934
07 07 2020 11:50,3547.762939,12.29467964,3560.515601,209.8907013
07 07 2020 12:00,3366.832031,11.99621964,3521.360929,208.3283997
07 07 2020 12:10,3396.950928,11.75424004,3478.45199,208.4864044
07 07 2020 12:20,3177.454102,11.33123016,3377.269462,206.4714966
07 07 2020 12:30,3021.465088,10.97334957,3262.951206,205.327301
07 07 2020 12:40,2818.601074,10.6595602,3138.517216,205.2162933
07 07 2020 12:50,3381.593018,11.69865036,3467.108082,207.0005035
07 07 2020 13:00,3211.552979,11.3392601,3379.520086,206.0554047
07 07 2020 13:10,3489.73291,12.25203037,3555.814346,207.7866058
07 07 2020 13:20,3465.790039,12.06601048,3531.843665,208.919693
07 07 2020 13:30,3533.800049,13.00734997,3600,211.1631927
07 07 2020 13:40,3549.374023,12.64500999,3588.378476,215.4586945
07 07 2020 13:50,3524.898926,12.17317963,3546.348556,215.5787048
07 07 2020 14:00,3567.977051,12.45785046,3575.845019,218.5720978
07 07 2020 14:10,3497.770996,12.05683041,3530.511959,217.8126068
07 07 2020 14:20,3399.969971,11.72047043,3471.628677,216.835495
07 07 2020 14:30,3456.762939,11.8707304,3500.402035,218.6026001
07 07 2020 14:40,3412.958008,11.83458996,3493.852798,220.4344025
07 07 2020 14:50,3450.408936,12.01070023,3523.604092,219.7926025
07 07 2020 15:00,3572.710938,12.41294956,3572.042051,221.2859955
07 07 2020 15:10,3537.447998,12.66919994,3589.61398,222.3986969
07 07 2020 15:20,3568.716064,12.28357983,3559.320119,221.1963959
07 07 2020 15:30,3564.731934,12.24199009,3554.665082,222.1188965
07 07 2020 15:40,3439.712891,11.80698967,3488.694027,223.9958954
07 07 2020 15:50,3512.095947,12.1055603,3537.419082,225.5379028
07 07 2020 16:00,3585.023926,12.40443039,3571.285181,222.9788055
07 07 2020 16:10,3582.326904,12.54580975,3582.396378,222.0897064
07 07 2020 16:20,3445.820068,12.07637978,3533.33082,224.3708954
07 07 2020 16:30,3274.910889,11.37143993,3388.406474,224.0166931
07 07 2020 16:40,3483.323975,12.11690998,3538.970783,222.4669037
07 07 2020 16:50,3596.420898,12.26519966,3557.297152,220.2127075
07 07 2020 17:00,3557.915039,12.04300022,3528.478816,218.0959015
07 07 2020 17:10,3453.739014,11.93799973,3511.978133,215.7758026
07 07 2020 17:20,3303.159912,11.59502029,3444.42281,213.0220947
07 07 2020 17:30,3371.386963,11.67391014,3461.875587,213.2140045
07 07 2020 17:40,3377.572021,11.7270298,3472.97043,212.6230011
07 07 2020 17:50,3281.274902,11.56886959,3438.376345,213.0518951
07 07 2020 18:00,3394.591064,11.80978012,3489.221808,214.2485046
07 07 2020 18:10,3258.51001,11.54374027,3432.441999,214.555603
07 07 2020 18:20,3276.947998,11.44038963,3406.738076,215.4340057
07 07 2020 18:30,3315.775879,11.48136044,3417.179608,215.0227051
07 07 2020 18:40,3552.310059,12.03386974,3527.118819,215.8804016
07 07 2020 18:50,3546.322998,12.00636959,3522.937,215.7205963
07 07 2020 19:00,3123.148926,11.04271984,3287.317399,213.5605011
07 07 2020 19:10,3069.166992,11.05500031,3291.517157,214.0285034
07 07 2020 19:20,3315.912109,11.45320034,3410.038788,212.2767944
07 07 2020 19:30,3573.510986,12.27173996,3558.023203,210.5513
07 07 2020 19:40,3527.712891,12.58621979,3585.011785,210.2165985
07 07 2020 19:50,3590.524902,12.7270298,3592.216576,212.9331055
07 07 2020 20:00,3503.594971,12.98091984,3597.885121,211.9216003
07 07 2020 20:10,3382.559082,14.10836983,3600,212.487793
07 07 2020 20:20,3370.074951,14.60122013,3600,211.3876038
07 07 2020 20:30,3394.958008,15.18266964,3600,212.2635956
07 07 2020 20:40,3604.214111,15.35641003,3600,214.7958984
07 07 2020 20:50,3604.240967,15.15824032,3600,215.7489929
07 07 2020 21:00,3604.332031,14.96697998,3600,218.2682037
07 07 2020 21:10,3604.508057,14.40670967,3600,218.7922974
07 07 2020 21:20,3604.561035,14.21187973,3600,218.1710052
07 07 2020 21:30,3604.547119,13.98472023,3600,220.7299042
07 07 2020 21:40,3604.383057,13.48628044,3600,221.9219971
07 07 2020 21:50,3604.128906,13.07981968,3600,222.4703979
07 07 2020 22:00,3604.287109,13.19340992,3600,223.3361969
07 07 2020 22:10,3603.205078,12.81509018,3595.237443,224.1179962
07 07 2020 22:20,3602.812988,12.63634968,3587.914985,223.2433014
07 07 2020 22:30,3558.370117,12.38829041,3569.820216,221.9382019
07 07 2020 22:40,3476.102051,12.10087967,3536.772903,223.113205
07 07 2020 22:50,3372.683105,11.93393993,3511.301961,226.7391968
07 07 2020 23:00,3068.2229,11.2258997,3346.502659,226.8110046
07 07 2020 23:10,3015.029053,11.06149006,3293.722877,224.7324982
07 07 2020 23:20,3047.173096,11.16413021,3327.364584,225.6907043
07 07 2020 23:30,2962.648926,10.85531044,3218.928204,224.6080017
07 07 2020 23:40,2790.314941,10.4786396,3055.542187,224.0007019
07 07 2020 23:50,2295.48291,9.444117546,2433.307207,224.0350037
08 07 2020 00:00,2455.433105,9.764937401,2637.068502,225.2108002
08 07 2020 00:10,2295.831055,9.52643013,2460.690256,228.2747955
08 07 2020 00:20,2044.208008,8.953310966,2113.936949,227.7667999
08 07 2020 00:30,2331.074951,9.615391731,2528.815336,226.0715942
08 07 2020 00:40,2197.303955,9.343628883,2367.444273,225.6795959
08 07 2020 00:50,1840.800049,8.621238708,1903.26692,224.6591034
08 07 2020 07:00,1699.48999,8.442951202,1792.93299,222.8491974
08 07 2020 07:10,1823.838989,8.822072029,2029.980822,222.1018066
08 07 2020 07:20,1623.546997,8.236761093,1668.353717,224.6696014
08 07 2020 07:30,1590.369019,8.10205555,1588.970115,226.072403
08 07 2020 07:40,1146.207031,7.313792229,1163.745217,227.0516052
08 07 2020 07:50,1054.239014,7.203228951,1110.162706,226.5923004
